,ts,title
3181,20150918,"Some Apple customers have trouble upgrading to iOS 9. Damages retrial postponed as Apple appeals $532 mln Smartflash verdict. Apple wins patent ruling against Samsung in U.S. appeals court. Apple deserves injunction against Samsung smartphone features - U.S. appeals court. Apple deserves injunction against Samsung smartphone features: U.S. appeals court. ThreeWorksÂ® Snacks signs exclusive National Distribution Agreement in the United States with World Finer Foods for its innovative ThreeWorksÂ® Apple Chips, set to launch Fall 2015"
3182,20150919,"Developer pulls leading ad-blocking app from Apple Store. UPDATE 1-Developer pulls leading ad-blocking app from Apple Store. Apple pledges more aid to help with Europe's migrant crisis. Developer pulls leading ad-blocking app from Apple Store. Apple pledges relief to European refugee crisis. Apple customers report devices crashing on iOS 9 update. Fashionistas and Influencers Play, Shop and Share With Free Game for Apple and Android. Apple Hospitality REIT, Inc. Announces October 2015 Distribution. Apple customers report devices crashing on iOS 9 update. Apple iOS 9 crashes"
3183,20150920,Developer pulls leading ad-blocking app from Apple Store
3184,20150921,"Taiwan's Hon Hai offers to buy Sharp's LCD business, wants Apple funds: Nikkei. UPDATE 2-Taiwan's Hon Hai offers to buy Sharp's LCD business, wants Apple funds-Nikkei. Taiwan's Hon Hai offers to buy Sharp's LCD business, wants Apple funds-Nikkei. Malware hits Chinese apps in Apple App Store -cyber security blog"
3185,20150922,"Apple targets shipping date for electric car for 2019: WSJ. Apple set to ship electric car by 2019 - WSJ. Technical Coverage on the Financial Sector Stocks -- Itau Unibanco, LendingClub, Host Hotels & Resorts, Apple Hospitality REIT, and Morgan Stanley. Social Collaboration Is at Hand With Infor Ming.le(TM) and Business Intelligence for Apple Watch. Social Collaboration Is at Hand With Infor Ming.le(TM) and Business Intelligence for Apple Watch. Apple cleaning up iOS App Store after first major attack. Apple cleaning up iOS App Store after first major attack. Apple grapples with its first big hack"
3186,20150923,"Apple hack exposes flaws in building apps behind ""Great Firewall"". Pitchdeck, available now in the Apple App Store, lets users pitch ideas, receive feedback and secure funding to boost their startups. Apple plans steps to prevent future App Store attacks. Apple plans steps to prevent future App Store attacks. Apple plans steps to prevent future App Store attacks. Royalton Punta Cana Wins the Golden Apple Award for the Second Year in a Row. Royalton Punta Cana Wins the Golden Apple Award for the Second Year in a Row. El Royalton Punta Cana Gana El Premio Golden Apple Por Segundo AÃ±o Consecutivo. PayAnywhere's Apple Payâ¢-Ready Credit Card Reader Now Available at Apple Retail Stores and Apple.com. New Manage SDK Optimized for Apple iOS 9 Features and Offers Diverse Monetization Capability to Mobile Publishers"
3187,20150924,China's 'fake' Apple stores thrive ahead of new iPhone launch. UPDATE 1-China's 'fake' Apple stores thrive ahead of new iPhone launch. China's 'fake' Apple stores thrive ahead of new iPhone launch. China's 'fake' Apple stores thrive ahead of new iPhone launch. Apple hack exposes flaws in building apps in China. Country star Carrie Underwood debuts at London's Apple Music Festival
3188,20150925,"Apple fans brave Sydney rain as new iPhone 6s hit stores. New iPhone 6s to hit stores Friday in test for Apple. New iPhone 6s to hit stores Friday in test for Apple. Apple lists top 25 apps hit by malware in first major attack. Apple lists top 25 apps hit by malware in first major attack. Robinson Fresh Introduces New MottâsÂ® Fresh Sliced Apple Products. Apple lists top 25 apps hit by malware. A Technical Watch on IT and Industrials Sectors - C.H. Robinson Worldwide, Energy Focus, Axion Power, Copart and Apple. New iOS App for Digital Audiobook Downloads Recently Launched in Apple App Store. Research and Markets: Deep Dive Analysis of the Seven Wireless Interfaces of the Samsung Galaxy S6 and the Apple iPhone 6. China's 'fake' Apple stores thrive ahead of new iPhone launch. Pope Francis arrives in Big Apple"
3189,20150926,"Honeydipped.com Launches Gold Plating Service That Makes it Affordable to Own a Gold Apple Watch. Shopify Announces New EMV Credit Card Reader That Accepts Chip and Pin, and Apple Pay. Mobile Trading Apps See A 300% Increase In Downloads Across ITM Financial's App Line Up Google Play And Apple ITunes"
3190,20150927,
3191,20150928,
3192,20150929,"Apple reports record sales of iPhone 6s, 6s Plus in first weekend. Apple reports record sales of iPhone 6s, 6s Plus in first weekend. SquareTrade Labs: Apple Solves Its iPhone 6 Plus Bend Problem but Ion-Strengthened Glass Fails to Protect From Most Common Phone Hazard. Apple Announces Record iPhone 6s & iPhone 6s Plus Sales. A record weekend for Apple"
3193,20150930,"Apple launches Apple Music in China. Apple launches Apple Music in China. Upgraded Components in iPhone 6S Plus Costs Apple an Extra $16 Per Device. Apple Brings Apple Music, iTunes Movies & iBooks to Customers in China Starting Today. Apple cannot limit potential damages in upcoming patent trial. Apple Ad Blockers - No Impact on WordLogic's Reach Technology. Apple reports record sales of iPhone 6s, 6s Plus in first weekend"
3194,20151001,"First Free Ad Blocker on the Apple App Store Arrives; The Adblock Autumn: Adblock Plus for iOS 2nd from ABP this Month. OrderUp Updates iPhone App to Include Apple Pay. Average Apple Watch sells for $529, at top end of estimates: report. Average Apple Watch sells for $529, at top end of estimates -report. MediaTek Announces Two Software Development Kits for Apple HomeKit<2454.TW>"
3195,20151002,"Short sellers cash in Apple bets as stock declines . Short sellers cash in Apple bets as stock declines. US STOCKS-Wall St slips as Apple falls, factory activity slows. Apple appoints former Boeing CFO to its board. Apple appoints former Boeing CFO to its board. US STOCKS-Wall St slips as Apple shares fall. New Apple TV Security Mount Released by Maclocks"
3196,20151003,
3197,20151004,
3198,20151005,
3199,20151006,Apple supplier Skyworks to buy PMC-Sierra for $2 billion. Dayton Superior Awarded Concrete Shoring Package on New Apple World HQ. VMware shares pare gains after report Apple not renewing licensing agreement. Dialog Semiconductor Launches Drive into Smart Home Market with Bluetooth Support for Apple HomeKit
3200,20151007,"Apple 'own worst enemy,' U.S. antitrust monitor says in report. Apple 'own worst enemy,' U.S. antitrust monitor says in report. BAB Systems, Inc. Announces New Big Apple BagelsÂ® Now Open. Bankers Healthcare Group Announces Apple Pay For The BHG Power MasterCardÂ®. Belkin Introduces Charge Dock with Integrated Charging for the Apple Watch + iPhone. New App from Beddit Tracks Sleep Overnight and Delivers Data Seamlessly through Apple Watch and iOS Devices"
3201,20151008,"Google tests mobile instant publishing service to rival Facebook, Apple. Google tests mobile instant publishing service to rival Facebook, Apple. Author Asks: Who Appointed Google or Apple or Facebook or Microsoft to be our Government?. Samsungâs future is more Intel, less Apple"
3202,20151009,"Apple removes some apps from online store over security concerns. Apple removes some apps from online store over security concerns. Apple Pay to expand to Starbucks, Chili's, KFC. Apple Pay Now Available on the Fly Delta App. Apple Pay to land in Starbucks, Chili's, KFC. US STOCKS-Wall St slips ahead of Fed minutes; Apple weighs. US STOCKS-Wall St falls ahead of Fed minutes; Apple weighs. New TabletTV Plus App Launching in U.S. for Apple iOS in Mid 4th Quarter. Archetypes.com Selected by Apple For Its New ""News"" App. Rosetta Stone Releases New Vocabulary App for Advanced English for Business Learners, Exclusively for Apple watchOS 2 Platform"
3203,20151010,"Apple Approves 17 of AppYeaâs New Gaming Apps for Applesâ iOS Platform. Tap into the Future: Chili's Guests Can Soon Pay Check Using Apple Pay. 'Steve Jobs' takes big screen deep-dive into the man behind Apple. 'Steve Jobs' takes big screen deep-dive into the man behind Apple. Apple Pay to expand to Starbucks, Chili's, KFC. Musk disses Apple"
3204,20151011,
3205,20151012,
3206,20151013,Research and Markets: Future Development of Apple Force Touch - From the Perspective of HMI Evolution. Research and Markets: Wearable Computing Market Insight Report - Apple is Expected to be a Clear Leader in the Smartwatch Segment
3207,20151014,"B&H; Photo Video Takes on the Apple Watch. Apple loses patent lawsuit to Univ. of Wisconsin, faces hefty damages. Apple loses patent lawsuit to University of Wisconsin, faces hefty damages. Apple loses patent lawsuit to University of Wisconsin, faces hefty damages. Other World Computing Announces New Memory Upgrades with up to 32GB for Latest Apple iMac with 27"" Retina 5K Display, Savings of up to $336 vs. Factory. Federal Circuit greenlights $548 million Samsung payout to Apple. Synology Plans New OS, Virtual DSM, Apple WatchÂ® App, First Router & More In 2016. U.S. judge says Apple e-books antitrust monitor's term to end. U.S. judge says Apple e-books antitrust monitor's term to end. UPDATE 1-U.S. judge says Apple e-books antitrust monitor's term to end. Edible ArrangementsÂ® Unveils Gourmet Shareableâ¢ Caramel Apple. Apple Updates iMac Family with Stunning New Retina Displays. U.S. says Apple e-books antitrust monitor no longer needed"
3208,20151015,"Apple faces $400 mln in damages in university patent case - sources. Apple faces $400 million in damages in university patent case: sources. Apple faces $400 mln in damages in university patent case - sources. Apple loses patent lawsuit to Univ. of Wisconsin, faces hefty damages. Apple Brings Retina Upgrade to All 21.5"" and 27"" iMacs, More Info at B&H;. Apple Brings Retina Upgrade to All 21.5"" and 27"" iMacs, More Info at B&H;"
3209,20151016,"New Apple Mouse, Keyboard and Trackpad Bring Magic to B&H;. New Apple Mouse, Keyboard and Trackpad Bring Magic to B&H;. Coach by Cigna App Now Available on Apple iOS. SentinelOne Apple Security Expert to Present at SyScan360. Coach by Cigna App Now Available on Apple iOS. Apple Announces New ResearchKit Studies for Autism, Epilepsy & Melanoma"
3210,20151017,"WARF Wins Patent Infringement Lawsuit Against Apple Inc.. Apple ordered to pay $234 mln to university for infringing patent. Apple ordered to pay $234 million to university for infringing patent. Apple ordered to pay $234 mln to university for infringing patent. University cannot get triple damages in patent fight with Apple. University cannot get triple damages in patent fight with Apple. Apple Hospitality REIT, Inc. Announces Dates for Third Quarter Earnings Release and Conference Call"
3211,20151018,
3212,20151019,
3213,20151020,"Apple Hospitality REIT, Inc. Acquires Courtyard by Marriott and Residence Inn by Marriott in Syracuse, NY. BlackLine Brings Modern Finance Tour to The Big Apple"
3214,20151021,"Apple tells U.S. judge 'impossible' to unlock new iPhones. Apple tells U.S. judge 'impossible' to unlock new iPhones. Apple tells U.S. judge 'impossible' to unlock new iPhones. Apple Music hits 6.5 million paid users - Tim Cook. Apple Music hits 6.5 million paid users: Tim Cook. WHiRLD App Hits Apple and Google Stores. Apple Watch Car Starter and Vehicle Management App Announced by Connect2Car. Apple Hospitality REIT, Inc. Announces November 2015 Distribution. Apple Music gets 6.5 mln paid users"
3215,20151022,"Apple to build more solar projects in China, green its suppliers. Apple to build more solar projects in China, green its suppliers. Apple Launches New Clean Energy Programs in China To Promote Low-Carbon Manufacturing and Green Growth. Food Recall Warning: GoGo squeeZ(R) Brand Apple Grape and Apple Pear Pouch Products Recalled Due to Mold. Food Recall Warning: GoGo squeeZ(R) Brand Apple Grape and Apple Pear Pouch Products Recalled Due to Mold. Amazon, Apple 'very different' from Fiat, Starbucks tax cases: EU. Radius Bank Launches Apple Pay and Announces Plans for More Mobile Payment Solutions in 2016. Apple tells U.S. judge 'impossible' to unlock new iPhones. Amazon, Apple ""very different"" from Fiat, Starbucks tax cases - EU. Perfect365Â® Confirms Current Availability in Apple App Store"
3216,20151023,Holiday Gift Idea: ConnectSense WiFi-Enabled Smart Outlet With Apple HomeKit Integration
3217,20151024,Nasdaq 100 index may see record with Apple earnings due Tuesday. Wall St Week Ahead-Nasdaq 100 index may see record with Apple earnings due Tuesday
3218,20151025,Nasdaq may see record with Apple earnings . Nasdaq 100 index may see record with Apple earnings due Tuesday
3219,20151026,"Taiwan stocks rise on China rate cut; Apple suppliers, ETFs up. RPT-Wall St Week Ahead-Nasdaq 100 index may see record with Apple earnings due Tuesday"
3220,20151027,"JPMorgan Chase says it is building a rival to Apple Pay. UPDATE 1-JPMorgan Chase says it is building a rival to Apple Pay. Apple Pay growth slows a year after launch: research. JPMorgan Chase says it is building a rival to Apple Pay. US STOCKS SNAPSHOT-Dow, S&P; 500 ends down with energy, Apple. U.S. judge expresses doubts over forcing Apple to unlock iPhone. U.S. judge expresses doubts over forcing Apple to unlock iPhone. Apple Pay growth slows a year after launch - research. U.S. judge expresses doubts over forcing Apple to unlock iPhone. U.S. judge expresses doubts over forcing Apple to unlock iPhone. Zenger Folkman Podcast Features Leadership Lessons from John Sculley, Former CEO of Apple and Pepsi. Apple Is America's Favorite Brand, Says Boston Consulting Group Survey; Brands That Top the List Target Their ""Apostle"" Consumers and Connect With Their Emotions, Driving Referral and Reverence. US STOCKS-Wall St lower ahead of Fed meeting; Apple slips. Apple Voted 'Coolest Wearables Brand' Even by Android Users, Juniper Survey Finds. Apple Voted 'Coolest Wearables Brand' Even by Android Users, Juniper Survey Finds. Montgomery County Employees Federal Credit Union Introduces Apple Watch App Technology. E*TRADE Resets Mobile Bar with Apple Pay. Apple stock retreats ahead of results"
3221,20151028,"Apple investors focus on iPhone sales for the holiday quarter . Apple beats Wall Street, investors wary of China sales . RPT-US STOCKS-Wall St slips on rate uncertainty; Apple up after the bell. American Express Will Bring Apple Pay to Card Members in Key Global Markets. Wall St. slips on rate uncertainty; Apple up after the bell. US STOCKS-Wall St slips on rate uncertainty; Apple up after the bell. Apple CFO says no sign of slowdown in China. Apple CFO says no sign of slowdown in China. Apple revenue jumps 22 pct as iPhone sales surge. Apple Reports Record Fourth Quarter Results. JPMorgan throws down against more than just Apple. REFILE-GLOBAL MARKETS-Stocks rally stalls as investors eye Fed, BOJ, Apple. Apple Pay to Push Biometric Transactions to Nearly 5bn by 2019. InList App Launches for Apple Watch. Apple Pay to Push Biometric Transactions to Nearly 5bn by 2019. Here is Former Apple CEO Gil Amelio's New Tech Darling. Alligator Bands for the Apple Watch from Bianca Mosca. Edmunds.com Launches New App for Apple TV. Applicaster Launches âThe Broadcaster Fast Track App to Apple TVâ. Huawei takes smartphone fight to Samsung, Apple with third-quarter shipments boom. UPDATE 1-Huawei takes smartphone fight to Samsung, Apple with Q3 shipments boom. JPMorgan Chase says it is building a rival to Apple Pay. Nikkei falls as Apple suppliers tumble; market wary before key events. Apple iPhone sales soar; Twitter warns"
3222,20151029,"Taiwan stocks edge up, Apple suppliers, Coretronics gain. No simple cures for Gilead and Apple valuations. Apple defies China slowdown fears with strong iPhone sales. CORRECTED-GLOBAL MARKETS-Shares rise as Riksbank, Apple help ease Fed wait. Strategy Analytics: Apple Watch Captures 74 Percent Global Smartwatch Marketshare in Q3 2015. US STOCKS-Wall St higher on Apple results; Fed awaited. Apple defies China slowdown fears with strong iPhone sales. US STOCKS-Wall St set to rise on Apple results; Fed awaited. New Version of MeetingMogul App for Apple Watch OS2 Available Now for Download from iTunes App Store. US STOCKS-Futures rise after Apple results; Fed statement awaited. Apple CFO says no sign of slowdown in China. Apple investors focus on iPhone sales for the holiday quarter . Breakingviews: Apple versus Big Blue. Apple iPhone sales soar; Twitter warns"
3223,20151030,"In SCOTUS petition, Apple claims 2nd Circuit used wrong antitrust standard. Apple TV challenges developers to take apps to the big screen. Apple asks U.S. Supreme Court to toss e-books antitrust decision. Apple asks U.S. Supreme Court to toss e-books antitrust decision. Apple asks U.S. Supreme Court to toss e-books antitrust decision. Sean ""Diddy"" Combs And The Makers Of CIROCâ¢ Ultra Premium Handpick Newest Flavor, CIROCâ¢ Apple Infused Vodka. Blue Ribbon Fried Chicken Implements NorthStar iPad POS with Apple Pay in Las Vegas Restaurant. QVC Launches App On All-new Apple TVÂ® Allowing Customers To Tune In To Their Favorite Programming And Shop With A Click Of The Remote. Zillow Launches App for New Apple TV. Sing! Karaoke by Smule for Apple TV Brings Home a Whole New Social Singing Experience. Arxan Expands Application Protection to Apple TV. Research and Markets: Mobile Anti-Malware Market 2015 by Operating System (Android OS, Apple OS, Window OS, Blackberry OS, and Other), by Organization Size, by Vertical and by Region - Global Forecast to 2020"
3224,20151031,"Apple names Newsy a ""Best New App"" on day one of the new Apple TV launch. FidelityÂ® Launches Fidelity App for Apple TVÂ®. BRIEF-Vivid Games 'Real Boxing 2 Creed' game to be sold via Apple App Store and Google Play. Gameloft Announces the Launch of two of its Successful Franchises for the New Apple TV. TripAdvisor Launches Apple TV App Inspiring Wanderlust"
3225,20151101,
3226,20151102,
3227,20151103,Hibernum Launches Bruce Lee: Enter the Game â Unchained Edition for New Apple TV. The Weather Network Launches on Apple TV. Bluestein Adds Color to the Apple Watch. The Weather Network launches live weather Apple TV app channel. Apple recognizes Particle News: 'Great Apps & Games for iOS 9'. Apple recognizes Particle News: 'Great Apps & Games for iOS 9'
3228,20151104,"Honeydipped.com Starts Accepting Bitcoin for Apple Watch Gold Plating and Pre-Plated Apple Watches. Mark Pottenger Named Administrator and Chief Operating Officer of Apple Valley Medical Clinic. Frank D'Angelo's ""Sicilian Vampire"" Worldwide Premiere Slated for Big Apple Film Festival November 4th. A New, Crisp Taste For The Season: Introducing Bud Light Apple. Apple Regains No. 1 Spot for Revenue, Fueled by Video, Tablets. The First Apple TVÂ® App for Care Management Announced by New Cloud Startup"
3229,20151105,"Samsung Ranks No. 1 and Apple Ranks No. 6 in Landor's Inaugural Global Agile Brand Study -- the Only List to Define and Rank Brands by Agility. Samsung Ranks No. 1 and Apple Ranks No. 6 in Landor's Inaugural Global Agile Brand Study -- the Only List to Define and Rank Brands by Agility. Bemi App Launches Today in Apple App Store, Google Play and Amazon: Is There Hope in the Fight Against Obesity?. Samsung and Apple Account for 66% of U.S. Smartphone Sales, According to Kantar Worldpanel Data"
3230,20151106,"CEA Heads to the Big Apple to Host Fall Event Series. Apple Hospitality REIT, Inc. Reports Results of Operations for Third Quarter of 2015. Validic Announces International Growth with New Clients and Integration Partners, Enhances Mobile Bluetooth and Apple Health Offerings. New Big Apple BagelsÂ® Now Open in Dubai. Walgreens First to Launch Loyalty Program Integration with Apple Pay. Apple opens subsidiary in Vietnam, tapping smartphone growth. Apple opens subsidiary in Vietnam, tapping smartphone growth"
3231,20151107,"New version of BBVA Compass Mobile Banking app has host of upgrades, including Apple Touch ID"
3232,20151108,Apple defeats U.S. class action lawsuit over bag searches. CEA Heads to the Big Apple to Host Fall Event Series
3233,20151109,"'Pure Minutes' International Calling and Mobile Top-up App Is Now Available in the Apple App Store. 'Pure Minutes' International Calling and Mobile Top-up App Is Now Available in the Apple App Store. B&H; Photo Offers $500 Instant Saving on Apple 15.4"" MacBook Pro Notebook Computer. Apple defeats U.S. class action lawsuit over bag searches"
3234,20151110,"GrubHub Releases New Apple TV App. Ireland still sees EU tax decision on Apple by year-end. Ireland still sees EU tax decision on Apple by year-end. SkylandersÂ® SuperChargers Delivers Real-Time Online Multiplayer between Compatible iPhone, iPod touch, iPad and Apple TV. Apple defeats U.S. class action lawsuit over bag searches. Apple Products -- Now Get Them Fast Online or With B&H; NYC In-Store Pickup"
3235,20151111,"Nikkei flat as market looks overbought, Apple suppliers underperform. US STOCKS-Wall St mixed as Apple weighs and investors eye rate hike. US STOCKS-Wall St slips as rate hike looms, Apple weighs. US STOCKS-Wall St slips on rate hike prospects; Apple weighs. US STOCKS-Wall St dips as Apple adds to fears of weakening demand. US STOCKS SNAPSHOT-Wall St opens lower as Apple weighs. Quarz Capital Management Sends Letter to Apple Inc., Pushing for the Split Out of Apple's Software and Services Operating Numbers. DearMob's 5KPlayer Pumps Apple TV 4 Streaming Content after Its Sales Pullout on Amazon. Apple Watch Update to AAA App Gives Consumers More Control over Gas Spending. DavinciMeetingRooms.com Releases New Mobile App for Apple iOS Devices. Now on Apple iTunes: B&H; Photo Photography Podcast"
3236,20151112,"Apple in talks with U.S. banks for person-to-person payment service: WSJ. Apple in talks with US banks for person-to-person payment service - WSJ. Apple announces 1,000 new jobs in Ireland as EU tax ruling nears. Apple CEO says committed to Ireland regardless of EU ruling: RTE. Apple CEO says committed to Ireland regardless of EU ruling - RTE. Apple says against opening encrypted data for Britain. Apple says against opening encrypted data for Britain. Defined Corp. Releases Most Exclusive Apple Watch and iPhone Dock on the Market. Defined Corp. Announces the Launch of Dome Apple Watch and iPhone Dock. Logi CREATE Unveiled: The First Accessories Specially Designed With Apple for the iPad Pro. Apple to add 1,000 jobs in Ireland -minister. Ireland says EU tax decision on Apple probably after Christmas. Ireland says EU tax decision on Apple probably after Christmas"
3237,20151113,"Apple and banks spoil for electronic-payment fight. Bankers Healthcare Group Employees Go Apple Picking For The Food Bank of Central New York. join.me Launches App for iPad Pro With Support for Apple Pencil. MedHelp's Diabetes Management Platform Expands to Include Apple Watch App. After patent trial loss to Google, antipiracy firm sets sights on Apple"
3238,20151114,
3239,20151115,
3240,20151116,Apple to power Singapore operations with renewable energy
3241,20151117,"Intel to follow Apple in crucial test of Kangaroo market. Taiwan stocks up, Apple supplier Hon Hai leads tech rally. UPDATE 1-Hedge funds trimmed Apple stakes during 3rd-qtr share slump. Big hedge funds trimmed Apple stakes during third-quarter share slump. Big hedge funds trimmed Apple stakes during 3rd-qtr share slump. SpotX Launches tvOS SDK Enabling Publishers to Self-Monetize Apple TV. SpotX Launches tvOS SDK Enabling Publishers to Self-Monetize Apple TV. German watchdog probes Apple and Amazon audiobooks agreement. UPDATE 1-German watchdog probes Apple and Amazon audiobooks agreement. German watchdog investigates Apple and Amazon audiobooks agreement. Research and Markets: Executive Analysis of Internet Use Cases in Trucks 2015 - Google and Apple are expected to compete in the mainstream market"
3242,20151118,"Inspired Mobility: Hip-Hop Pioneer ""Rev Run"" Takes The Faith And Mobility Message To The Big Apple Ahead Of Social Media Sunday. Simplilearn Launches Apple Watch Application Development Course for Next-Gen Developers. Avis Launches Mobile App for the Apple Watch. Introducing LifePrint: The First Augmented Reality Photo Printer to Bring Apple Live Photos, Vine Videos and GoPro Clips to Life in Your Hands. Introducing LifePrint: The First Augmented Reality Photo Printer to Bring Apple Live Photos, Vine Videos and GoPro Clips to Life in Your Hands. Pocket Games, Inc. Launches Idol Hands Game for Apple Mac(TM). Global Payments Announces Support for Apple Pay in Canada"
3243,20151119,"The Apple Challenge, a Call to Action for the 99%. The Apple Challenge, a Call to Action for the 99%. Insomniac Brings Electric Daisy Carnival, New York Back To The Big Apple In 2016"
3244,20151120,"Giovanni Gambino Warns ISIS: The Big Apple is Off Limits, Thanks to Sicilian Mafia. Apple Will Edge Closer to Samsung in Smartphone Market Share in 2016, Says TrendForce"
3245,20151121,"Apple wins patent trial against Pendrell subsidiary. Apple wins patent trial against Pendrell subsidiary. Apple wins patent trial against Pendrell subsidiary. OWC Memory: Up to 64GB in Latest Apple iMac 27"" 5K - Options for up to Double the 32GB 'Factory' Max, up to 67% Savings vs. Factory. Apple Hospitality REIT, Inc. Announces December 2015 Distribution"
3246,20151122,
3247,20151123,
3248,20151124,Taiwan stocks fall; Apple suppliers down. ChatID Attracts Top Talent from Apple and Macy's. U.S. Bank Supports United States Marine Corps Toys for Tots Campaign; Announces Additional Donation Opportunity with Apple Payâ¢. SmartMark Communications App Goes Live for Android and Apple Smartphones. KitchenAid And Food Network Announce Winning KitchenAid Apple Challenge Recipe. Mount for New Apple TV Launches Worldwide in Apple Stores
3249,20151125,WARF seeks to multiply $234 patent infringement win against Apple. Heckler Design Introduces Hardware for New Apple iPad Pro. Big Blue Bubble Helps Expand Apple TV's Interactive Entertainment Ecosystem. Big Blue Bubble Helps Expand Apple TV's Interactive Entertainment Ecosystem. Apple plans to launch Apple Pay in China by February: WSJ. UPDATE 2-Apple plans to launch Apple Pay in China by February - WSJ. Apple plans to launch Apple Pay in China by February - WSJ
3250,20151126,
3251,20151127,
3252,20151128,
3253,20151129,
3254,20151130,
3255,20151201,"Apple and Sonos Deliver Apple Music to Every Room in Your Home. Research and Markets: Global LTE Consumer Devices Market Forecast and Opportunities, 2020 - Samsung and Apple are Expected to Continue their Market Domination. Ryder Launches New Fuel Receipt Mobile App for Apple and Android Devices"
3256,20151202,ConnectSense WiFi-Enabled Smart Outlet With Apple HomeKit Integration Now Shipping. EXO U Education Platform now available for iPhone and iPad on the Apple App Store
3257,20151203,"TVOT NYC 2015 Brings the Latest News, Views and Innovations in Television to the Big Apple. UPDATE 1-Japanese firm TDK's CEO hints at more orders from Apple next year. Japanese firm TDK's CEO hints at more orders from Apple next year"
3258,20151204,Apple Releases Swift as Open Source. MAZ Launches Wear: A Platform To Create Apps For Apple Watch. Ford Offers Apple SiriÂ® Eyes-Free to Millions of Vehicles Globally Through SYNCÂ® Software Update
3259,20151205,Samsung to finally pay Apple $548 mln in patent dispute. Samsung to finally pay Apple $548 million in patent dispute. Samsung to finally pay Apple $548 mln in patent dispute
3260,20151206,
3261,20151207,
3262,20151208,HomeAway Launches Apple TV App to Bring Up-to-date Vacation Rental Tips Into the Living Room. Dunkin' Donuts Makes Apple Pay Available To Its Guests Via Dunkin' Mobile App. ISBG Set to Take a Bite Out of Big Apple Market With Release of Besado Tequila. Healthcare Companies Top Apple and Google in Employee Happiness
3263,20151209,"Apple suspends effort to develop online TV service: Bloomberg. Apple suspends effort to develop online TV service -Bloomberg. Apple releases first Arabic version of Siri. Apple releases first Arabic version of Siri. Majority of Apple Watch owners plan to give it as a gift: poll. UPDATE 1-Majority of Apple Watch owners plan to give it as a gift. Audeze Launches Its First Headphones With Fully Integrated Apple Lightning Cable. Will a Budget Smartphone Break You? SquareTrade Labs Tests Four Budget-Friendly Phones Against the Apple iPhone 6s. Apple Selects Acclaimed Phantom Implosive Speaker To Launch In Apple Stores. Will a Budget Smartphone Break You? SquareTrade Labs Tests Four Budget-Friendly Phones Against the Apple iPhone 6s. Small Token, The First App Designed To Let Users Make A Nonprofit Contribution As A Gift, In The Apple App Store"
3264,20151210,"In Australia, banks disrupt Apple with mobile payments power. In Australia, banks disrupt Apple with mobile payments power. US STOCKS-Wall St erases gains as Apple weighs, oil rally fades. âTap Tap - Youâre Dead!â N3TWORK Launches Mafia Watch, Breakthrough Social MMO for the Apple Watch. Survey: Macs, iPhones, and iPads Increasingly Become the Apple of Enterprises' and Educational Organizations' Eye"
3265,20151211,"AMS says surprised by report of problems with Apple supply contracts. AMS says surprised by report of problems with Apple supply contracts. BeachbodyÂ® Unveils Comprehensive Health & Fitness App Developed Exclusively For New Apple TV. BRIEF-AMS lost important contracts from Apple - Finanz und Wirtschaft reports. GoPro Releases Apple Watch Features for the GoPro App, Enabling Cool New Remote Control Functions for GoPro Devices. Pandora Launches on Apple TV"
3266,20151212,AlwaysOnline Wireless Offers Cellular Data Plans for iPad Users With Apple SIM in Over 45 Countries. RingCentral Arms Mobile Workforce With Apple Watch App
3267,20151213,
3268,20151214,Apple Music wins exclusive video deal with Taylor Swift. Apple Music says will release Taylor Swift concert video Dec. 20
3269,20151215,"Samsung appeals Apple patent 'windfall' ruling to U.S. Supreme Court. Nikkei slips before Fed rate call; Apple suppliers hit by iPhone sales forecast. Samsung appeals Apple patent 'windfall' ruling to U.S. Supreme Court. Excited for the iPhone 7? World Patent Marketing Success Group Has the Perfect Apple 2016 Phone Accessory, the Mouse Baby!. Apple Music wins exclusive video deal with Taylor Swift. Samsung appeals Apple patent 'windfall' ruling to U.S. Supreme Court. Samsung appeals Apple patent 'windfall' ruling to U.S. Supreme Court. UPDATE 1-Samsung appeals Apple patent 'windfall' ruling to U.S. Supreme Court. Samsung appeals Apple patent 'windfall' ruling to U.S. Supreme Court. SPYR's Third Game, Rune Guardian, Now Available in Google Play Store and Apple App Store. Edwinâ¢, the Worldâs First Smart Duck, Now Available at Apple Stores. Apple TV names Newsy a Best of 2015 app. Avidia Bank Launches Apple Pay. Apple Music's exclusive with Taylor Swift"
3270,20151216,"Appeals court says SightSound patents invalid in dispute with Apple. PhotoFast Launches iOS microSD Card Reader Right After Apple Updates Its Camera Connection Kit. PhotoFast Launches iOS microSD Card Reader Right After Apple Updates Its Camera Connection Kit. BlueLight Launches on the Apple Watch, Brings Smart and Personal Approach to Emergency Response and Safety. Brightcove Customers Enter 2016 on the New Apple TVÂ®. Apple Triumphs as the Most Talked About Brand Among the ""Four Horsemen"" of the Digital Age. Apple Triumphs as the Most Talked About Brand Among the ""Four Horsemen"" of the Digital Age"
